Eku sunguleni, Xikwembu xi tumbuluxile tilo ni misava.	In the beginning, God created the heavens and the earth.
Ndzi ta kombela un'wana wa vona leswaku a rhula khuwana ra yena a ndzi siyela mati. Loko a hlamula a ku: ‘Nwana, ndzi ta nwisa ni tikamela ta wena’, a a ve yena loyi u nga n'wi hlawulela nandza wa wena Isaka. Hi ndlela leyi, ndzi ta swi tiva leswaku u kombile ku tshembeka ka wena eka n'wini wa mina Abrahama.	Let the young woman to whom I shall say, 'Please let down your jar that I may drink,' and who shall say, 'Drink, and I will water your camels'—let her be the one whom you have appointed for your servant Isaac. By this I shall know that you have shown steadfast love to my master.
Loko a nga si heta ku khongela, ko ta ku ta humelela Rhaveka a rhwele khuwana. Rhaveka a a ri n'wana Betuwele. Tata wa Betuwele a a ri Nahoro makwavo wa Abrahama, kasi mana wa yena a a ri Milika.	Before he had finished speaking, behold, Rebekah, who was born to Bethuel the son of Milcah, the wife of Nahor, Abraham's brother, came out with her water jar on her shoulder.
Nhwana loyi Rhaveka a a sasekile swinene, naswona a a nga si tivana ni wanuna. Kutani Rhaveka a rhelela exihlobyeni, a fika a ka mati, a tlhela a huma.	The young woman was very attractive in appearance, a maiden whom no man had known. She went down to the spring and filled her jar and came up.
Hiloko lowa nandza wa Abrahama a tsutsuma a hlanganisa Rhaveka a fika a ku: Ndzi kelenyana swimatana ekhuwanini ra wena ndzi nwa.	Then the servant ran to meet her and said, Please give me a little water to drink from your jar.
A hlamula a ku: Nwana, we n'wini wanga. Kutani a hatlisa a rhula khuwana ra yena, a n'wi nyika mati a nwa.	She said, Drink, my lord. And she quickly let down her jar upon her hand and gave him a drink.
Loko a hetile ku n'wi nyika mati, a ku ka yena: Ndzi ta kela ni tikamela ta wena ti kondza ti kolwa.	When she had finished giving him a drink, she said, I will draw water for your camels also, until they have finished drinking.
Kutani nhwana a hatlisa a chulula mati lawa a ma ri ekhuwanini a ma chela exitsengeleni, a tlhelela exihlobyeni hi ku tsutsuma, a kela tikamela hinkwato emati ti nwa.	So she quickly emptied her jar into the trough and ran again to the well to draw water, and she drew for all his camels.
Hiloko lowa nandza a xiyaxiya nhwana loyi a miyerile, a lava ku twisisa loko hakunene HOSI Xikwembu xi katekisile riendzo ra yena, kumbe loko xi nga ri katekisanga.	The man gazed at her in silence to learn whether the LORD had prospered his journey or not.
Loko tikamela ti hetile ku nwa mati, lowa nandza a humesa xingwavila xa nsuku xo tika 6 g, ni masindza mambirhi ya nsuku yo tika 120 g lawa Rhaveka a nga ta bela emavokweni.	When the camels had finished drinking, the man took a gold ring weighing a half shekel, and two bracelets for her arms weighing ten gold shekels
Kutani a vutisa a ku: Ndzi byele, xana u n'wana mani xana? Xana eka n'wina ku ni yindlu leyi hi nga rhurheriwaka eka yona xana?	and said, Please tell me whose daughter you are. Is there room in your father's house for us to spend the night?
Rhaveka a n'wi hlamula a ku: Mina ndzi n'wana Betuwele, wa Nahoro na Milika nsati wa yena.	She said to him, I am the daughter of Bethuel the son of Milcah, whom she bore to Nahor.
A ya emahlweni a ku: Eka hina, byanyi bya tikamela ni swakudya swin'wana swa tona swi kona; hambi yi ri yindlu leyi mi nga rhurheriwaka eka yona yi kona.	She added, We have plenty of both straw and fodder, and room to spend the night.
Hiloko lowa nandza a korhama a khongela HOSI Xikwembu	The man bowed his head and worshiped the LORD
a ku: A ku dzunisiwe HOSI, xona Xikwembu xa n'wini wa mina Abrahama, lexi nga tshikangiki ku komba ku tshembeka ka xona ni tintswalo ta xona eka n'wini wa mina. Hi xona lexi xi ndzi rhangeleke eriendzweni ra mina xi ta ndzi fikisa eka makwavo wa n'wini wa mina.	and said, Blessed be the LORD, the God of my master Abraham, who has not forsaken his steadfast love and his faithfulness toward my master. As for me, the LORD has led me in the way to the house of my master's kinsmen.
Kutani lowa nhwana a tsutsumela endyangu wa mana wa yena, a fika a hlamusela timhaka leti.	Then the young woman ran and told her mother's household about these things.
X	Rebekah had a brother whose name was Laban. Laban ran out toward the man, to the spring.
X	As soon as he saw the ring and the bracelets on his sister's arms, and heard the words of Rebekah his sister, Thus the man spoke to me, he went to the man. And behold, he was standing by the camels at the spring.
Kutani a ku: Wena la katekisiweke hi HOSI, xana u yimela yini ehandle ka muti xana? Nghena emutini, hikuva yindlu ndzi lunghisile, ni ndhawu ya tikamela yi kona.	He said, Come in, O blessed of the LORD. Why do you stand outside? For I have prepared the house and a place for the camels.
Kutani lowa nandza a ya nghena endlwini, Labani yena a ntshunxa tikamela, a nyika lowa nandza byanyi bya tona ni swakudya swin'wana swa tona; a n'wi nyika ni mati yo hlamba milenge, a nyika ni vavanuna lava a a ri na vona.	So the man came to the house and unharnessed the camels, and gave straw and fodder to the camels, and there was water to wash his feet and the feet of the men who were with him.
Swakudya na swona swi vekiwile emahlweni ka yena, kambe yena a ku: Ndzi nga ka ndzi nga dyi loko ndzi nga si rungula leswi ndzi rhumiweke swona. Kutani Labani a ku: Rungula.	Then food was set before him to eat. But he said, I will not eat until I have said what I have to say. He said, Speak on.
Kutani a ku: Mina ndzi nandza wa Abrahama	So he said, I am Abraham's servant.
HOSI yi katekisile n'wini wanga, kutani ú fumile swinene. HOSI yi n'wi nyikile mintlhambi ya swifuwo leswikulu ni leswitsongo, ni silivhere, ni nsuku, ni malandza ya xinuna ni ya xisati, ni tikamela, ni timbhongolo.	The LORD has greatly blessed my master, and he has become great. He has given him flocks and herds, silver and gold, male servants and female servants, camels and donkeys.
Loko Sara, yena nsati wa n'wini wa mina, a dyuharile swinene, ú velekerile n'wini wanga n'wana wa mufana, kutani n'wini wanga ú nyikile n'wana loyi swilo hinkwaswo leswi a nga na swona.	And Sarah my master's wife bore a son to my master when she was old, and to him he has given all that he has.
N'wini wanga ú ndzi hlambanyisile a ku: ‘U nga tshuki u laverile n'wananga ensati exikarhi ka vanhwana va Vakanana lava ndzi tshamaka etikweni ra vona	My master made me swear, saying, 'You shall not take a wife for my son from the daughters of the Canaanites, in whose land I dwell
kambe u ta ya lavela n'wananga ensati exikarhi ka va ka hina etikweni ra rikwerhu.’	but you shall go to my father's house and to my clan and take a wife for my son.'
Kutani mina ndzi ku eka n'wini wanga: ‘Kumbexana nhwana wa kona a nge swi tsakeli ku vuya na mina.’	I said to my master, 'Perhaps the woman will not follow me.'
Kambe yena a ku ka mina: ‘HOSI Xikwembu lexi ndzi xi tirhelaka xi ta rhumela ntsumi ya xona yi famba na wena, xi katekisa ni riendzo ra wena; kutani wena u ta ya tekela n'wananga ensati exiharhi ka va ka hina etikweni ra rikwerhu.	But he said to me, 'The LORD, before whom I have walked, will send his angel with you and prosper your way. You shall take a wife for my son from my clan and from my father's house.
Kutani loko u fikile eka va ka hina, u ta va u ntshunxekile eka leswi ndzi nga ku hlambanyisa swona; naswona loko va nga swi tsakeli ku ku nyika yena u vuya na yena, u ta va u ntshunxekile eka leswi ndzi nga ku hlambanyisa swona.’	Then you will be free from my oath, when you come to my clan. And if they will not give her to you, you will be free from my oath.'
Kutani namuntlha loko ndzi fika exihlobyeni xa mati, ndzi khongerile ndzi ku: ‘We HOSI, wena Xikwembu xa n'wini wa mina Abrahama, ndzi kombela leswaku u ndzi humelerisa eriendzweni ra mina.	I came today to the spring and said, 'O LORD, the God of my master Abraham, if now you are prospering the way that I go
Vona, ndzi yimile kusuhi ni xihlovo xa mati, kutani ndzi ta kombela nhwana loyi a nga ta ta eku keni ka mati leswaku a ndzi siyela mati yo nwa ekhuwanini ra yena.	behold, I am standing by the spring of water. Let the virgin who comes out to draw water, to whom I shall say, Please give me a little water from your jar to drink,
Loko a hlamula a ku: Nwana, ndzi ta nwisa ni tikamela ta wena, a a ve yena loyi wena HOSI u n'wi hlawuleleke n'wana wa n'wini wa mina.’	and who will say to me, Drink, and I will draw for your camels also, let her be the woman whom the LORD has appointed for my master's son.'
Loko ndzi nga si heta ku khongela, ko ta ku ta humelela Rhaveka a rhwele khuwana, a rhelela a ya ka mati. Kutani ndzi ku ka yena: ‘Ndzi kombela swimatana swo nwa.’	Before I had finished speaking in my heart, behold, Rebekah came out with her water jar on her shoulder, and she went down to the spring and drew water. I said to her, 'Please let me drink.'
Kutani a hatlisa a rhula khuwana, a ku: ‘Nwana, ndzi ta nwisa ni tikamela ta wena.’ Hiloko ndzi nwa, kutani ndzi nwisa ni tikamela.	She quickly let down her jar from her shoulder and said, 'Drink, and I will give your camels drink also.' So I drank, and she gave the camels drink also.
Kutani ndzi n'wi vutisa ndzi ku: ‘U n'wana mani xana?’ Yena a ku: ‘Ndzi n'wana Betuwele, wa Nahoro na Milika nsati wa yena.’ Kutani ndzi n'wi vekela xingwavila enhompfini, ndzi n'wi bela ni masindza emavokweni.	Then I asked her, 'Whose daughter are you?' She said, 'The daughter of Bethuel, Nahor's son, whom Milcah bore to him.' So I put the ring on her nose and the bracelets on her arms.
Kutani ndzi korhama ndzi khongela HOSI, ni ku yi dzunisa, xona Xikwembu xa n'wini wa mina Abrahama, lexi xi ndzi kombeke ndlela ku kondza ndzi ta tekela Isaka n'wana Abrahama ensati, eka Nahoro makwavo wa Abrahama.	Then I bowed my head and worshiped the LORD and blessed the LORD, the God of my master Abraham, who had led me by the right way to take the daughter of my master's kinsman for his son.
Kutani sweswi, ndzi kombela leswaku mi ndzi byela loko mi tsakela n'wini wanga ni loko mi ta kota ku n'wi pfuna; naswona loko mi nga swi koti ndzi byeleni, ndzi ta tiva leswaku ndzi fanele ku endla yini.	Now then, if you are going to show steadfast love and faithfulness to my master, tell me; and if not, tell me, that I may turn to the right hand or to the left.
Kutani Labani na Betuwele va hlamula va ku: Mhaka leyi yi huma eka HOSI, kutani a ku na lexi hina hi nga xi vulaka.	Then Laban and Bethuel answered and said, The thing has come from the LORD; we cannot speak to you bad or good.
Vona, Rhaveka hi yoloyi, n'wi teke u famba na yena a ya va nsati wa n'wana wa n'wini wa wena, hilaha HOSI yi vuleke hakona.	Behold, Rebekah is before you; take her and go, and let her be the wife of your master's son, as the LORD has spoken.
Loko nandza wa Abrahama a twa marito ya vona, a korhama a nkhensa HOSI Xikwembu.	When Abraham's servant heard their words, he bowed himself to the earth before the LORD.
Kutani a humesa swo bomba ha swona swa silivhere ni swa nsuku ni swiambalo, a nyika Rhaveka. A nyika ni makwavo wa yena ni mana wa yena swilo swa nkoka swinene.	And the servant brought out jewelry of silver and of gold, and garments, and gave them to Rebekah. He also gave to her brother and to her mother costly ornaments.
Kutani lowa nandza ni vavanuna lava a a ri na vona va dya ni ku nwa, va xwa kona. Loko va pfuka nimpundzu, nandza a ku: Ndzi pfumeleleni ndzi tlhelela eka n'wini wanga.	And he and the men who were with him ate and drank, and they spent the night there. When they arose in the morning, he said, Send me away to my master.
Makwavo wa Rhaveka ni mana wa yena va ku: Hi kombela leswaku nhwanyana loyi a tshamanyana ku ringana kwalomu ka masiku ya khume, kutani endzhaku ka sweswo a nga ha famba.	Her brother and her mother said, Let the young woman remain with us a while, at least ten days; after that she may go.
Kambe lowa nandza a ku ka vona: Mi nga ndzi khomeleti, hikuva HOSI yi katekisile riendzo ra mina; ndzi tshikeni ndzi muka ndzi ya eka n'wini wa mina.	But he said to them, Do not delay me, since the LORD has prospered my way. Send me away that I may go to my master.
Vona va ku: Hi to vitana lowa nhwana hi ta twa leswaku yena ú ri yini.	They said, Let us call the young woman and ask her.
Kutani va vitana Rhaveka va ku ka yena: Xana wa swi lava ku famba ni wanuna loyi xana? Rhaveka a ku: Ina, ndza swi lava.	And they called Rebekah and said to her, Will you go with this man? She said, I will go.
Hiloko va pfumelela makwavo wa vona Rhaveka ni mutirheli wa yena leswaku va famba na nandza wa Abrahama ni vavanuna lava a a ri na vona.	So they sent away Rebekah their sister and her nurse, and Abraham's servant and his men.
Kutani Rhaveka ni tinxangwana ta yena va gada tikamela, va famba ni nandza wa Abrahama; ku va loko nandza loyi a tekile Rhaveka a famba na yena.	Then Rebekah and her young women arose and rode on the camels and followed the man. Thus the servant took Rebekah and went his way.
Enkarhini lowu, Isaka a a sukile eBerilahayi-Royi a ta tshama edzongeni.	Now Isaac had returned from Beer-lahai-roi and was dwelling in the Negeb.
Siku rin'wana hi nkarhi wa madyambu, Isaka a ya emasin'wini ku ya khongela. Kuteloko a tlakusa mahlo, o vona tikamela ti ri karhi ti ta.	And Isaac went out to meditate in the field toward evening. And he lifted up his eyes and saw, and behold, there were camels coming.
Rhaveka ú te a tlakusa mahlo, o vona Isaka, kutani a xika ekameleni	And Rebekah lifted up her eyes, and when she saw Isaac, she dismounted from the camel
a vutisa lowa nandza a ku: Xana wanuna luya a taka hi le nsin'wini a ta hi hlanganisa i mani xana? Kutani nandza a ku: I n'wini wa mina. Hiloko Rhaveka a teka nturhu a tifunengeta.	and said to the servant, Who is that man, walking in the field to meet us? The servant said, It is my master. So she took her veil and covered herself.
Kutani lowa nandza a rungulela Isaka swilo hinkwaswo leswi a swi endleke.	And the servant told Isaac all the things that he had done.
Hiloko Isaka a teka Rhaveka a ya na yena entsongeni wa Sara mana wa yena. Kutani Rhaveka a va nsati wa yena loyi a n'wi rhandzaka. Hi ndlela leyi, Isaka a va a kumile xo wisisa mbilu ya yena endzhaku ka rifu ra Sara mana wa yena.	Then Isaac brought her into the tent of Sarah his mother and took Rebekah, and she became his wife, and he loved her. So Isaac was comforted after his mother's death.
Abrahama ú tekile nsati un'wana loyi a va ku i Ketura.	Abraham took another wife, whose name was Keturah.
Kutani Ketura a velekela Abrahama vana lava: Zimrana, na Yokixani, na Medani, na Midiyani, na Yixibaka, na Xuwaka.	She bore him Zimran, Jokshan, Medan, Midian, Ishbak, and Shuah.
Yokixani hi yena tata wa Xeba na Dedani. Vana va Dedani hi lava: Axuru, na Letuxa, na Lewumi.	Jokshan fathered Sheba and Dedan. The sons of Dedan were Asshurim, Letushim, and Leummim.
